   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   0    -3.551250395
   1    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

   1    -3.551250395
   2    -3.551250395

